objectid,cl,nome_completo,area_plane,cod_rp,rp,codra,regiao_adm,cb_imovel,nome,tributacao,tipologia,tot_imoveis,areaconst_res,exercicio
50067,081539,Rua Doutor Alfredo Barcelos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,163,11014,2025
50068,081794,Rua Silva Souza,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,51,3938,2025
50069,082628,Rua Teotônio de Brito,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,33,2240,2025
50070,124677,Rua Dom João III,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,2,174,2025
50071,070417,Rua Drumond,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,60,3695,2025
50072,071548,Rua Fernandes Machado,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,20,1647,2025
50073,071829,Rua Firmino Gameleira,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,126,8141,2025
50074,073171,Rua Guaratinguetá,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,94,6253,2025
50075,074252,Rua Jerônimo Ferreira,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,6,339,2025
50076,074674,Rua Joaquim Rego,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,192,13650,2025
50077,075325,Rua Leonídia,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,59,3887,2025
50078,076430,Rua Betania,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,19,996,2025
50079,077743,Rua Nair,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,7,464,2025
50080,083006,Rua Uranos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,119,8124,2025
50081,083261,Rua Vitorino do Amaral,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,28,1738,2025
50082,083857,Rua Vandenkolk,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,84,6015,2025
50083,035105,Rua Camobi,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,4,78,2025
50084,042614,Rua Pinto Junior,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,1,40,2025
50085,065375,Rua Antonio de Lemos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,93,6033,2025
50086,066977,Rua Blandina Pires,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,4,160,2025
50087,070821,Estrada do Engenho da Pedra,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,122,8185,2025
50088,071308,Rua Fausto Amaral,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,17,1008,2025
50089,071514,Rua Fernandes Barros,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,6,474,2025
50090,072140,Travessa Francisco Ramos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,3,876,2025
50091,074328,Rua Joana Rego,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,13,978,2025
50092,078188,Praça Oliveira Campos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,33,2106,2025
50093,014126,Rua Bernardino Gustavino,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,13,659,2025
50094,067488,Rua Bariri,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,229,15656,2025
50095,075150,Rua Juvenal Galeno,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,111,7382,2025
50096,075309,Rua Leocádia Rego,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,33,3975,2025
50097,075754,Rua Lígia,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,111,8121,2025
50098,076489,Rua Maria Rodrigues,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,15,1299,2025
50099,078873,Rua Paulo de Andrade,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,49,2659,2025
50100,082321,Rua Tanagra,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,27,1385,2025
50101,083907,Praça Xavier Cabral,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,1,45,2025
50102,118687,Vila Claudionor Jordão,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,18,945,2025
50103,124644,Avenida Professor Plinio Bastos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,169,11315,2025
50104,138420,Rua Professor Luis Rondelli,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,10,777,2025
50105,017665,Rua Comandante Coimbra,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,65,5121,2025
50106,086256,Rua Doutor Raul Leite,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,2,116,2025
50107,095448,Rua Manuel Canejo,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,30,1781,2025
50108,124651,Rua Engenheiro Edmundo Regis Bittencourt,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,117,9144,2025
50109,142281,Avenida Darcy Bitencourt Costa,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,1616,78074,2025
50110,167940,Rua da Transfiguração,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,5,364,2025
50111,184408,Rua Jose Muniz,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,2,80,2025
50112,010991,Travessa Arapongas,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,12,444,2025
50113,012179,Rua Armando Sodre,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,61,2974,2025
50114,012526,Rua Aurélio Garcindo,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,81,7357,2025
50115,012542,Rua das Amoras,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,17,667,2025
50116,021840,Rua Evangelina,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,49,6487,2025
50117,142307,Rua Jorge Gonçalves de Araujo,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,303,14647,2025
50118,142315,Rua Joel Nunes,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,7,341,2025
50119,142323,Rua Jorge Martins,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,APARTAMENTO                             ,352,16946,2025
50120,003509,Rua Virgílio Várzea,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,38,1542,2025
50121,011767,Rua Antonio Rego,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,287,23224,2025
50122,012591,Rua Jandu,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,22,1140,2025
50123,013359,Travessa Celestino,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,5,222,2025
50124,013896,Travessa Barros,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,13,710,2025
50125,015826,Rua Uanapu,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,21,997,2025
50126,017640,Rua Comandante Abreu,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,53,3588,2025
50127,018713,Rua Vitor Viana,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,5,159,2025
50128,021063,Rua Eça de Queiroz,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,35,2835,2025
50129,016493,Rua Ministro Moreira de Abreu,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,235,17756,2025
50130,019117,Rua Delfim Carlos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,48,4046,2025
50131,027250,Rua Amatari,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,39,1790,2025
50132,027417,Rua Sargento Geraldo Santana,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,7,314,2025
50133,027854,Rua Sargento Ricardo Filho,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,19,776,2025
50134,027987,Rua Padre Domingos Carneiro,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,58,2858,2025
50135,028480,Rua Leopoldina Rego,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,28,2296,2025
50136,031468,Rua Itapé,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,7,432,2025
50137,033241,Rua Silva Carrão,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,32,1821,2025
50138,033779,Rua Paranhos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,172,12692,2025
50139,034041,Rua Itamirim,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,23,975,2025
50140,049643,Rua Mira,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,20,1223,2025
50141,017962,Rua Conselheiro Paulino,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,151,12063,2025
50142,017988,Rua Conselheiro Ribas,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,15,1131,2025
50143,019653,Travessa Manicore,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,24,1870,2025
50144,023796,Travessa Loreto,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,33,2486,2025
50145,025312,Rua Ibiapina,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,31,2802,2025
50146,030494,Rua Comandante Vergueiro da Cruz,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,113,10401,2025
50147,035105,Rua Camobi,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,14,613,2025
50148,035154,Rua Filomena Nunes,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,249,22593,2025
50149,041673,Rua Tenente Pimentel,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,96,6905,2025
50150,042424,Rua Jacupema,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,48,2315,2025
50151,048496,Rua Jorge de Siqueira,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,31,1944,2025
50152,066738,Praça Belmonte,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,9,1112,2025
50153,027235,Rua João Rego,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,180,13425,2025
50154,027649,Rua Itapeaçu,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,20,1097,2025
50155,028233,Travessa Laurinda,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,37,2534,2025
50156,029728,Rua Major Rego,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,173,14528,2025
50157,031922,Rua do Morro,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,3,128,2025
50158,033746,Rua Paranapanema,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,165,15383,2025
50159,034363,Rua Penedo,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,53,3875,2025
50160,035717,Rua Pia,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,3,140,2025
50161,037580,Estrada José Rucas,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,37,2377,2025
50162,038448,Rua Itajoa,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,79,3802,2025
50163,039511,Rua Itaqua,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,16,851,2025
50164,039826,Rua Iriguati,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,84,5971,2025
50165,052092,Rua Ardiria,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,10,575,2025
50166,059139,Rua Capitão Aroldo Leitão,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,13,686,2025
50167,064311,Rua Lucena,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,36,2972,2025
50168,065227,Rua Acupa,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,5,252,2025
50169,065326,Rua Anspeçada Melo,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,24,2285,2025
50170,065946,Rua Jubaia,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,33,2314,2025
50171,067678,Rua Carabu,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,16,1554,2025
50172,071068,Travessa Etelvina,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,2,62,2025
50173,074575,Rua João Silva,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,103,7538,2025
50174,074674,Rua Joaquim Rego,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,42,3248,2025
50175,075309,Rua Leocádia Rego,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,7,756,2025
50176,075325,Rua Leonídia,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,77,5948,2025
50177,042614,Rua Pinto Junior,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,38,1939,2025
50178,043323,Rua Comandante Hoover,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,24,1255,2025
50179,053314,Praça do Alto,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,1,45,2025
50180,053322,Rua Merendiba,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,52,2248,2025
50181,065078,Rua Andorinhas,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,68,5374,2025
50182,065375,Rua Antonio de Lemos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,8,1467,2025
50183,065763,Praça Artur de Oliveira,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,3,345,2025
50184,066589,Rua Barreiros,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,32,1755,2025
50185,067488,Rua Bariri,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,43,4596,2025
50186,069112,Rua Padre Ceccaroni,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,13,811,2025
50187,070102,Rua Dorotea,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,3,150,2025
50188,070417,Rua Drumond,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,96,6471,2025
50189,023234,Rua da Fonte,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,6,660,2025
50190,023788,Rua Gomensoro,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,98,7051,2025
50191,035725,Rua Santa Helena,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,10,412,2025
50192,053306,Praça Cruzeiro,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,4,263,2025
50193,054056,Rua General Rocha Calado,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,135,7190,2025
50194,065151,Rua Angélica Mota,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,26,2477,2025
50195,066597,Rua Andira,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,22,1769,2025
50196,066977,Rua Blandina Pires,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,6,399,2025
50197,070110,Rua Alcameia,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,18,1763,2025
50198,070300,Rua Doutor Nunes,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,220,19087,2025
50199,071308,Rua Fausto Amaral,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,6,360,2025
50200,071829,Rua Firmino Gameleira,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,190,16007,2025
50201,070623,Rua Eleutério Mota,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,46,3584,2025
50202,072140,Travessa Francisco Ramos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,14,1046,2025
50203,076075,Rua Sariema,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,4,242,2025
50204,081539,Rua Doutor Alfredo Barcelos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,92,6827,2025
50205,082321,Rua Tanagra,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,22,1553,2025
50206,083261,Rua Vitorino do Amaral,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,53,3956,2025
50207,083907,Praça Xavier Cabral,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,1,90,2025
50208,142299,Rua Sargento Adelino Cândido de Oliveira,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,2,120,2025
50209,142307,Rua Jorge Gonçalves de Araujo,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,1,92,2025
50210,142315,Rua Joel Nunes,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,31,2702,2025
50211,142349,Rua Wilson de Lasheras Silva,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,8,608,2025
50212,076489,Rua Maria Rodrigues,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,24,1651,2025
50213,077420,Praça Monsenhor Lustosa,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,1,37,2025
50214,079889,Praça Doutor Waldir da Motta,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,1,39,2025
50215,082628,Rua Teotônio de Brito,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,41,3177,2025
50216,083006,Rua Uranos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,167,11351,2025
50217,083857,Rua Vandenkolk,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,44,3864,2025
50218,086256,Rua Doutor Raul Leite,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,3,165,2025
50219,095448,Rua Manuel Canejo,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,14,1270,2025
50220,124644,Avenida Professor Plinio Bastos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,67,13171,2025
50221,124677,Rua Dom João III,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,9,978,2025
50222,134452,Rua Poranga,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,11,607,2025
50223,073171,Rua Guaratinguetá,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,28,2601,2025
50224,075150,Rua Juvenal Galeno,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,52,4465,2025
50225,075754,Rua Lígia,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,109,8851,2025
50226,077743,Rua Nair,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,26,2000,2025
50227,078188,Praça Oliveira Campos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,1,100,2025
50228,078287,Rua Orlinda,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,9,708,2025
50229,118687,Vila Claudionor Jordão,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,21,2053,2025
50230,124651,Rua Engenheiro Edmundo Regis Bittencourt,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,118,19249,2025
50231,200451,Rua Detetive Dum Dum,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,3,130,2025
50232,070300,Rua Doutor Nunes,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,ESPECIAL                                ,1,264,2025
50233,071829,Rua Firmino Gameleira,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,LOJA                                    ,1,40,2025
50234,012633,Rua Aimoré,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,174,9541,2025
50235,067777,Rua Carlina,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,65,4773,2025
50236,068437,Rua Clara Rego,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,6,337,2025
50237,070821,Estrada do Engenho da Pedra,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,85,7306,2025
50238,071050,Rua Etelvina,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,21,1484,2025
50239,074328,Rua Joana Rego,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,38,3137,2025
50240,076430,Rua Betania,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,20,1316,2025
50241,081794,Rua Silva Souza,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,101,9427,2025
50242,167940,Rua da Transfiguração,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,6,490,2025
50243,184408,Rua Jose Muniz,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,21,953,2025
50244,033746,Rua Paranapanema,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,ESPECIAL                                ,1,221,2025
50245,012583,Rua Aurora,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,25,1555,2025
50246,013045,Rua Cubatão,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,2,258,2025
50247,187864,Rua Itauna,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,12,526,2025
50248,033779,Rua Paranhos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,ESPECIAL                                ,1,146,2025
50249,083006,Rua Uranos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,ESPECIAL                                ,1,120,2025
50250,124651,Rua Engenheiro Edmundo Regis Bittencourt,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,ESPECIAL                                ,1,545,2025
50251,083006,Rua Uranos,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,SALA                                    ,1,108,2025
50252,011338,Praça Panamericana,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,21,2062,2025
50253,012724,Rua Piquete,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,25,1275,2025
50254,015180,Rua Cabreuva,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,23,1919,2025
50255,018507,Rua Cuba,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,27,1680,2025
50256,022418,Rua Fernandes Pinheiro,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,54,3934,2025
50257,024042,Rua Gruçaí,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,16,835,2025
50258,024463,Rua Guaianases,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,14,805,2025
50259,138420,Rua Professor Luis Rondelli,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,28,3069,2025
50260,142281,Avenida Darcy Bitencourt Costa,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,CASA                                    ,2,50,2025
50261,035154,Rua Filomena Nunes,3,3.1,Ramos,10,RAMOS                   ,042,Olaria                    ,R,LOJA                                    ,1,22,2025
50262,011809,Rua Apiai,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,66,4020,2025
50263,014019,Rua Belisário Pena,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,172,11726,2025
50264,015487,Rua do Cajá,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,213,16267,2025
50265,015818,Rua Camponesa,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,33,1418,2025
50266,017681,Rua Comandante Conceição,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,9,423,2025
50267,018366,Rua Costa Rica,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,58,3675,2025
50268,020701,Rua Dionísio,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,230,15593,2025
50269,023929,Rua Grão Magriço,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,26,1819,2025
50270,025015,Rua Honório Bicalho,3,3.5,Penha,11,PENHA                   ,043,Penha                     ,R,APARTAMENTO                             ,55,3754,2025
