objectid,cl,nome_completo,area_plane,cod_rp,rp,codra,regiao_adm,cb_imovel,nome,tributacao,tipologia,tot_imoveis,areaconst_res,exercicio
55694,145540,Rua dos Poemas,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,20,5502,2025
55695,147413,Rua Rosa do Povo,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,28,9343,2025
55696,148015,Rua Morro da Panela,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,11,2345,2025
55697,145755,Rua São Bonfilio,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,4,943,2025
55698,145771,Rua Santo Eládio,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,6,788,2025
55699,146027,Rua São Zeno,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,36,14056,2025
55700,146050,Rua Augusto Cardoso,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,15,4211,2025
55701,146068,Rua Santo Eulógio,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,21,4613,2025
55702,147355,Rua Ciro Monteiro,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,10,2499,2025
55703,147363,Rua Jesus Soares Pereira,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,15,4191,2025
55704,147389,Rua Oscarito,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,23,7163,2025
55705,149765,Rua Erasmo Montenegro,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,2,684,2025
55706,151084,Rua Gama Malcher,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,32,15846,2025
55707,151308,Rua São Pedro da Aldeia,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,24,7616,2025
55708,146035,Rua Luis Stobl,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,17,2957,2025
55709,146043,Rua Teodoro Sativa,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,16,2843,2025
55710,146076,Rua Cristino da Silva,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,19,3837,2025
55711,147348,Rua Erlon Chaves,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,16,4166,2025
55712,148023,Rua Morro da Pena,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,2,522,2025
55713,148056,Rua Morro Dois Irmãos,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,51,13881,2025
55714,148346,Rua Soldado Geraldo de Souza,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,18,3548,2025
55715,149682,Rua João Aguiar,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,6,2938,2025
55716,151712,Rua do Sonho,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,19,4856,2025
55717,153254,Rua Inêz Correa de Araujo,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,6,1964,2025
55718,154534,Rua Anverino Floresta de Miranda,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,15,8321,2025
55719,148049,Rua Morro do Pinheiro,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,7,1321,2025
55720,148353,Rua Soldado João Alves,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,8,2012,2025
55721,150144,Rua Coronel Alberto Martins,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,25,5692,2025
55722,151290,Rua Rio do Caçambê,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,25,5710,2025
55723,154765,Rua Ministro Pedro Firmeza,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,25,6414,2025
55724,158568,Rua Maria Magalhães Pinto,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,24,5521,2025
55725,169995,Rua Professor Sylvio d´Ávila,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,15,4342,2025
55726,171421,Rua Antonio Gomes,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,10,2423,2025
55727,171447,Rua Jamil Nasser,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,120,Freguesia (Jacarepaguá)   ,R,CASA                                    ,6,1862,2025
55728,017277,Rua Cimbres,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,23,1447,2025
55729,023689,Rua Aceguá,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,127,7197,2025
55730,029363,Rua Macabu,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,18,1264,2025
55731,029744,Rua Mambucaba,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,12,482,2025
55732,035816,Rua Ibotim,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,18,1071,2025
55733,118117,Rua Serafim Braga,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,4,230,2025
55734,128264,Rua Fruhbeck,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,2,157,2025
55735,158246,Rua Cristovão Xavier Lopes,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,120,4960,2025
55736,118091,Rua Agenor Porto,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,15,798,2025
55737,118141,Praça Rocha Vaz,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,1,95,2025
55738,128256,Rua Ender,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,160,7280,2025
55739,128322,Rua Ouseley,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,121,5072,2025
55740,128330,Rua Bertichem,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,2,70,2025
55741,148809,Rua Pedro Jório,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,520,23760,2025
55742,158238,Rua Capitão Tarciso Bueno,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,80,3840,2025
55743,158337,Rua Carlos Pacheco Avila,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,280,11360,2025
55744,158345,Rua Ovídio Beraldo,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,120,5360,2025
55745,162966,Praça Betty Quadros Coimbra,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,41,1572,2025
55746,002873,Estrada Lima Campos,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,1,56,2025
55747,012104,Avenida dos Italianos,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,158,13811,2025
55748,018929,Rua Jacirendi,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,59,3404,2025
55749,028811,Rua Professor Venâncio Filho,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,55,3225,2025
55750,033340,Rua Orlandia,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,97,7577,2025
55751,042085,Rua Ururai,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,75,4331,2025
55752,048017,Rua Arapei,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,11,650,2025
55753,051854,Rua Myron Clark,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,15,820,2025
55754,052431,Rua Guaiauna,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,35,1883,2025
55755,052449,Rua Guacupi,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,43,3673,2025
55756,053223,Rua Ministro Alfredo Sá,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,1,63,2025
55757,058933,Rua Jumirim,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,2,62,2025
55758,089367,Rua Guaré,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,36,2870,2025
55759,118091,Rua Agenor Porto,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,66,4280,2025
55760,012609,Avenida Pastor Martin Luther King Jr.,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,101,7272,2025
55761,016857,Rua Catanduva,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,68,4203,2025
55762,017277,Rua Cimbres,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,103,7366,2025
55763,020404,Rua Engenheiro Luis Machado,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,8,442,2025
55764,023689,Rua Aceguá,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,41,2591,2025
55765,025601,Rua Imboaçu,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,23,1574,2025
55766,033167,Rua Itaigara,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,126,8759,2025
55767,033407,Rua Aratangi,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,87,5372,2025
55768,043703,Rua Curipe,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,38,2259,2025
55769,052456,Rua Cajurana,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,25,2048,2025
55770,089375,Rua Porto Acre,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,25,2085,2025
55771,118083,Rua Jose Pitanga,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,42,4242,2025
55772,158220,Rua Mauricio de Lacerda,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,320,12000,2025
55773,158303,Rua Omar Fontoura,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,400,17120,2025
55774,158311,Rua Genésio Pires,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,240,9840,2025
55775,011916,Rua Jatuaia,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,52,2934,2025
55776,020917,Rua Itaim,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,61,3707,2025
55777,024489,Rua Guaxindiba,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,76,4868,2025
55778,025593,Rua Imbé,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,27,1535,2025
55779,036509,Rua Morica,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,17,1688,2025
55780,052464,Rua Bage,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,23,1614,2025
55781,128074,Rua da Jaqueira,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,6,282,2025
55782,128256,Rua Ender,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,2,784,2025
55783,128280,Rua Carlos Julião,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,5,526,2025
55784,118133,Rua General Wiedman,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,26,1940,2025
55785,127746,Rua São Benedito,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,3,167,2025
55786,128264,Rua Fruhbeck,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,6,480,2025
55787,128306,Rua Theremin,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,3,495,2025
55788,128256,Rua Ender,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,ESPECIAL                                ,3,1340,2025
55789,010926,Rua Bolonha,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,APARTAMENTO                             ,1,70,2025
55790,013144,Rua Guaiuba,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,APARTAMENTO                             ,37,2274,2025
55791,014969,Rua Ipuera,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,APARTAMENTO                             ,31,1839,2025
55792,054049,Rua Pantoja,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,APARTAMENTO                             ,21,1027,2025
55793,030635,Rua Piracambu,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,CASA                                    ,21,1204,2025
55794,045096,Rua Tapuiara,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,CASA                                    ,6,370,2025
55795,135046,Estrada Engenheiro Edgard Soutello,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,CASA                                    ,12,858,2025
55796,128272,Rua Vitor Frond,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,APARTAMENTO                             ,360,16080,2025
55797,029363,Rua Macabu,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,113,7211,2025
55798,029744,Rua Mambucaba,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,142,8667,2025
55799,030981,Rua Parnaiba,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,28,1941,2025
55800,035816,Rua Ibotim,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,104,6817,2025
55801,036277,Beco Quintanilha,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,1,38,2025
55802,118109,Rua Emílio Goeldi,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,69,6649,2025
55803,118117,Rua Serafim Braga,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,59,5055,2025
55804,142141,Rua Ribeyrolles,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,6,362,2025
55805,012609,Avenida Pastor Martin Luther King Jr.,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,APARTAMENTO                             ,10,750,2025
55806,030635,Rua Piracambu,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,APARTAMENTO                             ,3,166,2025
55807,010397,Praça Acari,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,CASA                                    ,1,36,2025
55808,018978,Rua Matura,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,APARTAMENTO                             ,16,1086,2025
55809,021022,Rua Guajara,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,APARTAMENTO                             ,7,471,2025
55810,010926,Rua Bolonha,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,CASA                                    ,5,165,2025
55811,012609,Avenida Pastor Martin Luther King Jr.,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,CASA                                    ,1,78,2025
55812,014969,Rua Ipuera,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,CASA                                    ,90,5736,2025
55813,052555,Rua Mambituba,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,12,719,2025
55814,052605,Rua Tapirai,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,40,2309,2025
55815,117937,Caminho do Campo,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,1,72,2025
55816,127357,Beco Dois Irmãos - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,4,216,2025
55817,127399,Beco São Sebastião - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,9,213,2025
55818,194837,Travessa Nossa Senhora de Fátima - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,4,160,2025
55819,118125,Rua Jose Barbosa,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,37,3583,2025
55820,118141,Praça Rocha Vaz,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,7,662,2025
55821,128272,Rua Vitor Frond,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,6,714,2025
55822,128298,Rua Desmons,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,15,1605,2025
55823,128314,Rua Steinmann,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,2,130,2025
55824,128322,Rua Ouseley,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,5,429,2025
55825,128330,Rua Bertichem,3,3.6,Pavuna,25,PAVUNA                  ,110,Coelho Neto               ,R,CASA                                    ,4,222,2025
55826,012740,Rua Carapeba,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,CASA                                    ,1,90,2025
55827,050047,Rua Acurui,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,CASA                                    ,2,414,2025
55828,054049,Rua Pantoja,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,CASA                                    ,139,6206,2025
55829,015727,Estrada da Capineira - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,2,48,2025
55830,027219,Estrada João Paulo,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,633,29518,2025
55831,013144,Rua Guaiuba,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,CASA                                    ,110,6679,2025
55832,018978,Rua Matura,3,3.6,Pavuna,25,PAVUNA                  ,111,Acari                     ,R,CASA                                    ,50,3493,2025
55833,118075,Avenida Prefeito Sá Lessa,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,400,17200,2025
55834,122309,Rua Luiz Mário - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,6,247,2025
55835,122929,Rua Joana D´Arc - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,14,596,2025
55836,122937,Rua do Sossego - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,1,34,2025
55837,127340,Beco União - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,1,64,2025
55838,127365,Beco dos Guararapes - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,1,68,2025
55839,127381,Beco do Sossego - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,1,42,2025
55840,156547,Travessa Juparana - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,5,236,2025
55841,156562,Beco Três Irmãos - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,2,120,2025
55842,034322,Beco Peixoto,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,2,90,2025
55843,052589,Rua Meruoca,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,22,1229,2025
55844,052597,Rua Mocajuba,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,24,1376,2025
55845,053033,Rua Serinhaem,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,3,172,2025
55846,054643,Rua Silvio Terra,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,1,48,2025
55847,127373,Beco Boa Esperança - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,2,79,2025
55848,156539,Avenida São João - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,6,292,2025
55849,156570,Travessa Três Irmãos - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,2,145,2025
55850,194928,Beco da Paz - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,2,72,2025
55851,195099,Travessa Serrinha - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,7,286,2025
55852,195131,Beco Santa Luzia - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,2,86,2025
55853,194886,Travessa São Jose - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,5,246,2025
55854,194894,Beco dos Carvalhos - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,1,68,2025
55855,195107,Travessa Marcos Nunes - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,2,128,2025
55856,195115,Beco Nunes - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,1,27,2025
55857,195164,Servidão Quinze - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,5,185,2025
55858,195180,Rua Dona Cecilia - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,4,209,2025
55859,195214,Beco Três  - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,2,72,2025
55860,195404,Travessa São Benedito - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,3,124,2025
55861,195420,Travessa Bom Pastor - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,2,204,2025
55862,474494,Rua Projetada A - PAA 12203/PAL 47397,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,560,24508,2025
55863,013912,Estrada Almirante San Tiago Dantas,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,9,544,2025
55864,194811,Beco Noel Rosa - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,1,25,2025
55865,194829,Avenida Almirante Tamandaré - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,1,39,2025
55866,194845,Beco das Flores - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,2,78,2025
55867,194902,Beco Santa Cecilia - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,7,218,2025
55868,195313,Beco Treze - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,2,70,2025
55869,195412,Beco Boa Vista - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,3,143,2025
55870,195461,Rua Deputado Menezes Cortes - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,1,39,2025
55871,004622,Rua Professora Iria Goulart,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,72,3375,2025
55872,039016,Travessa Boa Vista - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,58,2449,2025
55873,052555,Rua Mambituba,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,4,252,2025
55874,052563,Rua Coaraci,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,11,672,2025
55875,013912,Estrada Almirante San Tiago Dantas,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,3,185,2025
55876,039016,Travessa Boa Vista - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,9,405,2025
55877,117580,Rua Proença Rosa - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,5,171,2025
