objectid,cl,nome_completo,area_plane,cod_rp,rp,codra,regiao_adm,cb_imovel,nome,tributacao,tot_imoveis,area_territ,exercicio
21309,019596,Rua Dias Vieira,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,2,1696,2025
21310,020412,Rua Doutor Bernardino,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,2,4968,2025
21311,022756,Rua Florianópolis,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,41,549222,2025
21312,022897,Rua Francisco,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,15,9447,2025
21313,023671,Rua Major Ribeiro Pinheiro,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,4,668,2025
21314,024281,Rua Guarapes,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,2,1152,2025
21315,025379,Rua Ica,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,2,1236,2025
21316,026260,Rua Gastão Taveira,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,6,39971,2025
21317,026864,Rua Japura,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,14,7476,2025
21318,027060,Rua Jerônimo Pinto,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,3,8449,2025
21319,027664,Rua Pereira Frazão,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,1,225,2025
21320,030791,Beco Mario Pereira,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,13,12880,2025
21321,030874,Rua Maricá,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,5,3919,2025
21322,030924,Rua Mário,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,2,2338,2025
21323,033811,Rua Parintins,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,3,1315,2025
21324,033829,Rua Carima,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,4,8395,2025
21325,034306,Rua Pedro Teles,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,20,4661,2025
21326,034827,Rua Pinto Teles,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,23,12338,2025
21327,034835,Travessa Pinto Teles,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,2,1034,2025
21328,041012,Rua Trairi,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,1,1452,2025
21329,042317,Rua Luiz Beltrão,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,2,5859,2025
21330,051672,Rua Comandante Simião,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,1,378,2025
21331,052167,Rua Sargento Sebastião Chaves,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,55,21768,2025
21332,052670,Rua A,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,10,4089,2025
21333,053140,Travessa Antonina,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,2,5422,2025
21334,053447,Rua Desembargador Gastão Macedo,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,5,1315,2025
21335,055202,Rua Doutor Carlos Gross,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,3,1726,2025
21336,056150,Rua Sargento Luiz Pires,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,7,2448,2025
21337,089300,Rua Santa Genoveva,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,2,1054,2025
21338,089326,Rua São Lázaro,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,20,11825,2025
21339,091082,Rua Gustavo Doria,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,43,26638,2025
21340,091090,Travessa Gustavo Dória,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,3,1676,2025
21341,091108,Rua G - PAL 15293,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,3,1649,2025
21342,091116,Rua São Marciano,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,16,4857,2025
21343,091124,Rua Cosme e Damião,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,1,601,2025
21344,091132,Rua J - PAL 15293,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,12,8375,2025
21345,091140,Rua Santo Osvaldo,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,1,523,2025
21346,097626,Rua Mamanguape,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,1,368,2025
21347,138362,Rua Carlos Alves Rangel,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,4,1006,2025
21348,150755,Rua Lagoa da Prata,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,15,1853,2025
21349,150763,Rua Ilicínea,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,6,780,2025
21350,150771,Rua Dores de Campos,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,3,412,2025
21351,150805,Rua Lamin,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,1,120,2025
21352,162263,Rua A - PAL 35971,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,16,12994,2025
21353,162271,Rua B - PAL 35971,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,13,5789,2025
21354,162289,Rua C - PAL 35971,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,7,24000,2025
21355,162297,Rua D - PAL 35971,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,2,20215,2025
21356,171108,Rua A - PAL 33982,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,13,6108,2025
21357,171116,Rua Francisco de Abreu Ferro,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,24,65234,2025
21358,171124,Rua C - PAL 33982,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,22,45703,2025
21359,198333,Rua Flávio Império,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,124,Praça Seca                ,T,5,12138,2025
21360,011130,Rua Alves do Vale,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,5,2750,2025
21361,012641,Rua das Azaléias,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,1170,2025
21362,014639,Rua Bruges,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,7,3530,2025
21363,015610,Rua das Camélias,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,3,1600,2025
21364,016501,Rua Carlos Emilio,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,3,25100,2025
21365,018440,Rua das Cravinas,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,225,2025
21366,019554,Rua das Dálias,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,500,2025
21367,020388,Rua Sibauna,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,5,2500,2025
21368,025171,Rua dos Crisântemos,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,125,2025
21369,026476,Rua Izidora,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,1000,2025
21370,027680,Rua Torquato Lamarão,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,3,1200,2025
21371,028571,Rua dos Lilases,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,400,2025
21372,029389,Rua Quiririm,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,19,153014,2025
21373,030452,Rua das Margaridas,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,787,2025
21374,030932,Rua Mario Barbedo,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,11,8480,2025
21375,031534,Rua Monclaro Mena Barreto,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,6,3000,2025
21376,032052,Rua Namur,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,9,4017,2025
21377,037267,Rua das Rosas,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,19,55794,2025
21378,041608,Rua das Tulipas,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,6,2724,2025
21379,042317,Rua Luiz Beltrão,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,29,18999,2025
21380,050195,Praça Saiqui,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,867,2025
21381,050377,Rua Urucuia,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,13,17182,2025
21382,050385,Rua Jaunas,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,5,22593,2025
21383,050401,Rua Tejo,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,20,103697,2025
21384,050419,Rua Bore,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,7,14529,2025
21385,050427,Rua Arauana,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,5,10435,2025
21386,051763,Rua Evaristo de Morais,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,3,2118,2025
21387,051771,Rua Sabino Barroso,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,1080,2025
21388,052621,Rua Guaranésia,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,6,17955,2025
21389,053256,Rua Atinau,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,266,2025
21390,053652,Avenida Jambeiro,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,10,4489,2025
21391,053686,Rua Camaratuba,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,361,2025
21392,053694,Rua Jabitaca,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,360,2025
21393,053702,Rua Grapiuna,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,3,1383,2025
21394,053710,Rua Aricanga,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,390,2025
21395,053728,Rua Baguari,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,3,1299,2025
21396,053736,Rua Jagoroaba,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,7,4183,2025
21397,056622,Praça Professor Cardoso Fontes,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,3,1508,2025
21398,089334,Rua São Mariano Scot,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,4,1124,2025
21399,124685,Rua Tombos,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,975,2025
21400,124693,Rua Arcozelo,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,6,1578,2025
21401,124701,Rua Poços de Caldas,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,720,2025
21402,124719,Rua Rochedo,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,3,8229,2025
21403,124735,Rua Ouro Branco,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,6,2220,2025
21404,124743,Rua Rosário Oeste,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,4,1908,2025
21405,124750,Rua Mata Grande,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,3,1080,2025
21406,124768,Rua da Divina Misericordia,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,5,2332,2025
21407,124784,Rua Turvânia,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,837,2025
21408,124792,Rua Guapimirim,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,4,40705,2025
21409,155408,Rua Porto Santana,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,250,2025
21410,155432,Rua Nova Sardenha,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,4,1000,2025
21411,155440,Rua Porto Salvo,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,3,750,2025
21412,155457,Rua São Bernardo do Campo,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,1423,2025
21413,155465,Rua São Caetano do Sul,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,4,1966,2025
21414,155507,Rua Água Comprida,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,3,1092,2025
21415,155515,Rua Águas Mornas,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,3,1080,2025
21416,155531,Rua Moita Bonita,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,500,2025
21417,155549,Rua Capim Branco,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,250,2025
21418,155556,Rua Planalto Mineiro,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,250,2025
21419,155564,Rua Nova Odessa,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,5,1252,2025
21420,155598,Rua Victorio Libonati,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,617,2025
21421,155671,Rua Ruy Mafra,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,500,2025
21422,164111,Rua Coronel Antonio Carlos Paranhos,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,18,5205,2025
21423,164129,Rua Geraldo Bomilcar,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,8,11898,2025
21424,164137,Rua Tenente Moacir dos Santos Lima,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,19,33604,2025
21425,164145,Rua Angelo Raimundo Barreiras,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,10,2500,2025
21426,164152,Rua Emílio Maurell Neto,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,1182,2025
21427,164178,Rua Arcy de Farias,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,7,24480,2025
21428,164186,Rua Francisco Tolledo Franca,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,250,2025
21429,205476,Rua A - PAL 37767,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,187,2025
21430,205484,Rua B - PAL 37767,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,5,1298,2025
21431,205500,Rua D - PAL 37767,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,144,2025
21432,205518,Rua E - PAL 37767,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,320,2025
21433,205526,Rua F - PAL 37767,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,168,2025
21434,205534,Rua G - PAL 37767,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,2,2831,2025
21435,205542,Rua H - PAL 37767,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,1,128,2025
21436,206557,Rua Julieta Michel,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,125,Vila Valqueire            ,T,5,1832,2025
21437,086280,Rua Jackson de Figueiredo,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,126,Joá                       ,T,17,16005,2025
21438,089110,Estrada do Joá,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,126,Joá                       ,T,34,312183,2025
21439,100164,Rua Paschoal Segreto,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,126,Joá                       ,T,4,5911,2025
21440,100172,Rua Professor Julio Lohman,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,126,Joá                       ,T,9,8374,2025
21441,100180,Rua Professor Pantoja Leite,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,126,Joá                       ,T,9,9092,2025
21442,100206,Rua Jose Pancetti,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,126,Joá                       ,T,9,11867,2025
21443,100214,Rua Presciliano da Silva,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,126,Joá                       ,T,13,18440,2025
21444,100230,Escada Flora May,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,126,Joá                       ,T,2,2266,2025
21445,146324,Rua Sargento Jose da Silva,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,126,Joá                       ,T,26,24459,2025
21446,000232,Rua Khalil Gibran,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,7,6498,2025
21447,000240,Rua Engenheiro Dantas Leite,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,2,2738,2025
21448,003871,Praça do Aleijadinho,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,450,2025
21449,006767,Rua Miranda Rosa,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,2,4206,2025
21450,006775,Rua Professor Dulcídio Pereira,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,3608,2025
21451,023200,Estrada das Furnas,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,27,761570,2025
21452,031930,Estrada do Itanhangá,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,57,195720,2025
21453,034660,Estrada do Picapau,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,31,156403,2025
21454,038901,Caminho Sertão,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,2,370117,2025
21455,040808,Estrada de Jacarepaguá,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,36,651547,2025
21456,060251,Estrada Itajuru,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,19,74407,2025
21457,066571,Estrada da Barra da Tijuca,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,23,35636,2025
21458,086363,Rua Arabuta,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,14945,2025
21459,089474,Rua Doutor Moura Nobre,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,1176,2025
21460,091561,Rua Itália Fausta,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,3,8912,2025
21461,091603,Rua Sergio de Carvalho,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,7,12637,2025
21462,097469,Rua Dom Rosalvo Costa Rego,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,2,2011,2025
21463,097477,Rua Engenheiro Fonseca Costa,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,2,1701,2025
21464,097493,Rua Engenheiro Alfredo Niemeyer,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,2,1682,2025
21465,097501,Rua Arquiteto Milton Roberto,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,805,2025
21466,097519,Rua Agamenon Magalhães,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,789,2025
21467,097535,Avenida Filadelfo de Azevedo,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,6,4663,2025
21468,097568,Rua Ministro Waldemar Falcão,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,570,2025
21469,097576,Rua Engenheiro Pires do Rio,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,13,46552,2025
21470,117879,Rua Um - PAL 17678,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,80,105175,2025
21471,117887,Rua Dois - PAL 17678,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,17,13344,2025
21472,135079,Praça Desembargador Estácio Benevides,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,303,2025
21473,146662,Estrada Variante Furnas,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,56,133867,2025
21474,146944,Rua Redenção da Serra,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,5,5942,2025
21475,146977,Rua Rubinéia,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,2,32472,2025
21476,152801,Rua Oduwaldo Vianna Filho,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,1756,2025
21477,152819,Rua Jose Conde,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,8,10572,2025
21478,153544,Rua Romão Cortes de Lacerda,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,1780,2025
21479,154492,Rua Ernani Agricola,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,600,2025
21480,154500,Rua Raul Pitanga,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,7,16162,2025
21481,156604,Rua Marituba,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,605,2025
21482,156612,Rua Jaguaretama,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,5,3541,2025
21483,156661,Rua Alexandra,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,2,1232,2025
21484,156679,Rua Brusque,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,616,2025
21485,156687,Rua Saubara,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,605,2025
21486,156703,Rua Britânia,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,7,41488,2025
21487,156711,Rua Araguaima,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,5,15967,2025
21488,156737,Rua Penedia,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,2,2890,2025
21489,159145,Rua Carlos Frias,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,2,2210,2025
21490,159152,Rua Clarice Lispector,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,3,2977,2025
21491,159178,Rua Everaldo Dayrell de Lima,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,8,11070,2025
21492,159277,Rua Jardim do Seridó,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,13,542175,2025
21493,159640,Rua Professora Vera Suassuna,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,7,8167,2025
21494,159657,Rua Lúcio Rangel,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,972,2025
21495,160846,Rua Armando Dubois Ferreira,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,13,20830,2025
21496,162859,Avenida Engenheiro Souza Filho,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,14,443350,2025
21497,169235,Praça Clemente Mariani,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,1218,2025
21498,170027,Rua B - PAA 10090/ PAL 37215,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,11364,2025
21499,170068,Rua F - PAA 10090/ PAL 37215,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,3605,2025
21500,170100,Avenida A - PAA 10090/ PAL 37215,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,5,92256,2025
21501,170118,Avenida B - PAA 10090/ PAL 37215,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,2,47832,2025
21502,181396,Rua Desembargador Vivalde Brandão Couto,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,2,2160,2025
21503,181404,Rua Carlos Luiz Bandeira Stampa,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,5,29140,2025
21504,199505,Passagem de Pedestres - PAL 21174,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,1,1636,2025
21505,199703,Rua Francisco Mangabeira,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,5,3225,2025
21506,199729,Praça Giordano Bruno,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,127,Itanhangá                 ,T,2,1210,2025
