objectid,cl,nome_completo,area_plane,cod_rp,rp,codra,regiao_adm,cb_imovel,nome,tributacao,tot_imoveis,area_territ,exercicio
22418,080846,Rua Santa Luiza,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,T,1,259,2025
22419,081141,Rua São Francisco Xavier,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,T,4,1079,2025
22420,081562,Rua Senador Furtado,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,T,31,37629,2025
22421,081646,Rua Sergipe,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,T,1,238,2025
22422,083634,Rua Visconde de Itamarati,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,T,3,674,2025
22423,087643,Rua Jiquiba,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,T,2,464,2025
22424,043562,Rua Visconde de Santa Isabel,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,12,4504,2025
22425,064758,Caminho Alto,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,734,2025
22426,065185,Rua Angelo Bittencourt,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,193,2025
22427,065425,Rua Antonio Salema,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,778,2025
22428,065623,Rua Araújo Lima,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,3,810,2025
22429,065805,Rua dos Artistas,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,561,2025
22430,066183,Rua Baltazar Lisboa,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,3,821,2025
22431,066266,Rua Barão de Cotegipe,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,264,2025
22432,066274,Praça Barão de Drumond,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,236,2025
22433,066381,Rua Barão de Mesquita,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,461,2025
22434,066456,Rua Barão de São Francisco,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,2,257,2025
22435,068213,Caminho Central,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,3,1270,2025
22436,068742,Rua Conselheiro Correa,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,2,1834,2025
22437,068783,Rua Conselheiro Otaviano,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,3,41358,2025
22438,068809,Rua Conselheiro Paranaguá,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,1093,2025
22439,069039,Rua Correa de Oliveira,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,2,15865,2025
22440,070037,Rua Dona Maria,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,717,2025
22441,070714,Rua Emília Sampaio,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,2722,2025
22442,071415,Rua Felipe Camarão,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,68,2025
22443,072892,Rua Gonzaga Bastos,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,5,3842,2025
22444,073650,Rua Hipólito da Costa,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,2,288,2025
22445,074187,Rua Alexandre Calaza,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,3,1035,2025
22446,074765,Rua Jorge Rudge,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,10,37107,2025
22447,075119,Rua Justiniano da Rocha,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,290,2025
22448,075564,Rua Luiz Barbosa,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,0,2025
22449,077024,Rua Maxwell,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,9,9920,2025
22450,078113,Rua Oito de Dezembro,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,2,4199,2025
22451,078626,Rua Corupia,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,320,2025
22452,079160,Rua Pereira Nunes,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,5,2154,2025
22453,079624,Rua Pontes Correa,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,2,368,2025
22454,080358,Rua Rocha Fragoso,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,232,2025
22455,081596,Rua Senador Nabuco,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,14,10141,2025
22456,081737,Rua Silva Pinto,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,150,2025
22457,082149,Rua Souza Franco,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,348,2025
22458,082602,Rua Teodoro da Silva,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,7,6718,2025
22459,082792,Rua Torres Homem,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,5,3052,2025
22460,083188,Rua Viana Drumond,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,128,2025
22461,083451,Boulevard Vinte e oito de Setembro,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,3,1853,2025
22462,083550,Rua Visconde de Abaeté,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,3,574,2025
22463,086538,Rua Engenheiro Gama Lobo,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,7,2520,2025
22464,086546,Rua Heber de Boscoli,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,6,4603,2025
22465,088385,Caminho das Rosas,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,4200,2025
22466,088401,Caminho Abaixo,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,240,2025
22467,088856,Rua Ernesto Nazareth,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,3,137169,2025
22468,145698,Rua Miguel Gustavo,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,1,5105,2025
22469,204891,Ladeira Conselheiro Estrela de Ouro,2,2.2,Tijuca,9,VILA ISABEL             ,036,Vila Isabel               ,T,5,682,2025
22470,000018,Rua Agostinho Menezes,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,1,106,2025
22471,010546,Rua Adolfo Caminha,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,14,13144,2025
22472,011460,Rua Andarai,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,3,9245,2025
22473,021584,Rua Ernesto de Souza,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,1,1413,2025
22474,022327,Rua Feliz Lembrança,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,2,5620,2025
22475,022509,Rua Ferreira Pontes,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,5,3863,2025
22476,022863,Rua França Junior,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,1,414,2025
22477,028522,Rua Leopoldo,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,22,17508,2025
22478,035519,Rua Professor Pizarro,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,1,446,2025
22479,042358,Travessa Vasconcelos,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,4,2069,2025
22480,050484,Rua Santo Agostinho,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,7,63092,2025
22481,064956,Rua Amaral,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,1,105,2025
22482,066332,Rua Barão de Itaipu,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,2,551,2025
22483,066381,Rua Barão de Mesquita,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,11,10838,2025
22484,067975,Rua Carvalho Alvim,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,1,141,2025
22485,069849,Rua Dona Amélia,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,8,2154,2025
22486,072652,Praça Tenente Horta Barbosa,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,1,309,2025
22487,073825,Rua Indaiaçu,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,3,903,2025
22488,073882,Rua Irati,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,2,957,2025
22489,076364,Rua Maria Amalia,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,1,465,2025
22490,077024,Rua Maxwell,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,1,412,2025
22491,078758,Rua Gastão Penalva,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,1,345,2025
22492,078782,Rua Paula Brito,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,8,2317,2025
22493,079624,Rua Pontes Correa,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,2,533,2025
22494,081802,Rua Silva Teles,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,5,11228,2025
22495,082107,Rua Sousa Cruz,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,1,1085,2025
22496,086199,Rua Goiania,2,2.2,Tijuca,9,VILA ISABEL             ,037,Andaraí                   ,T,5,1753,2025
22497,010835,Rua Alfredo Pujol,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,2,1140,2025
22498,013615,Rua Barão do Bom Retiro,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,1,99,2025
22499,014449,Rua Borda do Mato,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,1,205742,2025
22500,014514,Rua Botucatu,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,2,3012,2025
22501,015248,Rua Caçapava,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,3,1190,2025
22502,015719,Rua Campinas,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,1,320,2025
22503,016667,Rua Caruaru,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,2,2685,2025
22504,021394,Rua Engenheiro Morsing,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,2,80400,2025
22505,021444,Praça Jose Ribeiro,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,1,1581,2025
22506,027037,Rua Jeribá,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,1,375,2025
22507,030007,Avenida Engenheiro Richard,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,1,520,2025
22508,030387,Rua Marechal Jofre,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,1,594,2025
22509,037259,Rua Rosa e Silva,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,1,100,2025
22510,037515,Rua Sá Viana,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,2,18625,2025
22511,043562,Rua Visconde de Santa Isabel,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,2,1455,2025
22512,074922,Rua Jose do Patrocínio,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,2,1284,2025
22513,083188,Rua Viana Drumond,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,1,2125,2025
22514,083709,Rua Nossa Senhora de Lourdes,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,5,61259,2025
22515,090233,Rua Marianópolis,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,1,642,2025
22516,094045,Rua Comendador Martinelli,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,6,8132,2025
22517,098327,Rua Professora Jurema Machado,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,4,1875,2025
22518,098335,Rua Augusto Girardet,2,2.2,Tijuca,9,VILA ISABEL             ,038,Grajaú                    ,T,12,7526,2025
22519,063321,Rua Castro Tavares,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,1,2662,2025
22520,063396,Rua Diogo de Vasconcelos,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,2,682,2025
22521,063842,Rua Rosa da Fonseca,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,3,2525,2025
22522,063917,Rua Sizenando Nabuco,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,5,7673,2025
22523,066407,Rua Hesperia,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,3,884,2025
22524,067249,Rua Capitão Bragança,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,1,353,2025
22525,069336,Rua Gil Gafree,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,15,4552,2025
22526,069443,Avenida dos Democráticos,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,9,2195,2025
22527,083006,Rua Uranos,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,1,407,2025
22528,106526,Rua Santana do Livramento,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,3,1050,2025
22529,117861,Avenida Novo Rio,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,1,2240,2025
22530,119156,Rua C - PAL 19444,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,20,6143,2025
22531,119164,Rua D - PAL 19444,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,8,2568,2025
22532,119172,Travessa Kindia,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,3,900,2025
22533,119180,Rua Luiz Gregório de Sá,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,1,400,2025
22534,362186,sem nome - CL 362186,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,4,22322,2025
22535,478628,Rua Projetada B PAA 12471/PAL 48560,3,3.1,Ramos,10,RAMOS                   ,039,Manguinhos                ,T,1,93,2025
22536,026153,Avenida Itaóca,3,3.1,Ramos,10,RAMOS                   ,040,Bonsucesso                ,T,14,101654,2025
22537,063123,Rua Arequetiba,3,3.1,Ramos,10,RAMOS                   ,040,Bonsucesso                ,T,1,864,2025
22538,063164,Rua Pesqueira,3,3.1,Ramos,10,RAMOS                   ,040,Bonsucesso                ,T,5,2636,2025
22539,063404,Rua Dona Isabel,3,3.1,Ramos,10,RAMOS                   ,040,Bonsucesso                ,T,2,388,2025
22540,063602,Rua Julio Maria,3,3.1,Ramos,10,RAMOS                   ,040,Bonsucesso                ,T,1,864,2025
22541,063677,Avenida Londres,3,3.1,Ramos,10,RAMOS                   ,040,Bonsucesso                ,T,3,1160,2025
22542,063693,Rua Monsenhor Brito,3,3.1,Ramos,10,RAMOS                   ,040,Bonsucesso                ,T,1,1500,2025
22543,063727,Praça das Nações,3,3.1,Ramos,10,RAMOS                   ,040,Bonsucesso                ,T,1,424,2025
22544,060715,Rua Correa Vasques,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,2,346,2025
22545,061028,Rua Frei Caneca,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,1,35200,2025
22546,061069,Avenida Presidente Vargas,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,14,42415,2025
22547,061317,Rua Julio Carmo,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,11,9361,2025
22548,061341,Rua Laura de Araujo,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,9,773,2025
22549,061580,Rua Marquês de Sapucaí,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,2,134,2025
22550,061846,Rua Neri Pinheiro,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,4,741,2025
22551,061903,Travessa Onze de Maio,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,1,124,2025
22552,062034,Avenida Paulo de Frontin,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,9,189553,2025
22553,062422,Avenida Salvador de Sá,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,1,146,2025
22554,062471,Rua Santa Maria,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,4,4985,2025
22555,063032,Rua Visconde de Duprat,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,1,864,2025
22556,211144,Rua Ulisses Guimarães,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,4,12924,2025
22557,211151,Rua Madre Tereza de Calcutá,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,1,15263,2025
22558,228049,Rua Madre Tereza de Calcutá,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,1,2057,2025
22559,496349,Rua Projetada Um PAA 12392/PAL 48150,1,1.1,Centro,3,RIO COMPRIDO            ,008,Cidade Nova               ,T,1,4475,2025
22560,061028,Rua Frei Caneca,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,2,188,2025
22561,067876,Travessa Carneiro,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,2,616,2025
22562,068510,Rua Professor Quintino do Vale,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,2,400,2025
22563,073353,Rua Haddock Lobo,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,6,5988,2025
22564,075234,Rua Laurindo Rabelo,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,1,84,2025
22565,075895,Rua Maia de Lacerda,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,3,1305,2025
22566,075945,Rua Major Freitas,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,3,3559,2025
22567,077404,Rua Mococa,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,1,574,2025
22568,080697,Rua Sampaio Ferraz,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,3,918,2025
22569,081018,Rua Santos Rodrigues,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,6,7074,2025
22570,081067,Rua São Carlos,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,11,4394,2025
22571,081109,Rua São Diniz,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,3,3008,2025
22572,081299,Rua São Roberto,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,1,123,2025
22573,084012,Rua Zamenhof,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,4,2454,2025
22574,085522,Rua Otávio Guimarães,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,1,4100,2025
22575,474155,Rua Projetada A - PAA 12320/ PAL 47889,1,1.1,Centro,3,RIO COMPRIDO            ,009,Estácio                   ,T,1,2044,2025
22576,060145,Rua Antunes Maciel,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,2,308,2025
22577,060962,Rua Figueira de Melo,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,5,3610,2025
22578,061549,Praça Mario Nazaré,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,2,1470,2025
22579,061622,Rua Melo e Sousa,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,3,8584,2025
22580,062091,Avenida Pedro II,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,3,670,2025
22581,062596,Rua São Cristovão,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,10,118282,2025
22582,063131,Rua Prefeito Oímpio de Melo,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,2,388,2025
22583,063222,Rua Bela,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,93,2025
22584,063453,Rua Franco de Almeida,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,1292,2025
22585,063875,Rua Monsenhor Manoel Gomes,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,4,2836,2025
22586,063883,Rua São Luis Gonzaga,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,32,32731,2025
22587,064741,Rua Caieiras,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,10,2913,2025
22588,065359,Rua Antonio Januzzi,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,150,2025
22589,066159,Rua Bahia,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,385,2025
22590,066654,Avenida Bartolomeu de Gusmão,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,2,118814,2025
22591,068304,Rua Chaves Faria,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,5,1318,2025
22592,069054,Rua Marechal Jardim,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,9,14248,2025
22593,069294,Rua Curuzu,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,880,2025
22594,070680,Rua Antonio Henrique de Noronha,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,3,1421,2025
22595,070961,Rua Escobar,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,2,1960,2025
22596,071076,Rua Euclides da Cunha,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,220,2025
22597,071258,Rua Faria Braga,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,18,2719,2025
22598,071928,Rua Fonseca Teles,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,3750,2025
22599,072504,Rua General Bruce,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,4,4550,2025
22600,073924,Rua Itabuna,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,300,2025
22601,074146,Rua Jansen de Melo,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,8,2294,2025
22602,075473,Rua Lopes Ferraz,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,2,940,2025
22603,075937,Rua Major Fonseca,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,4,2064,2025
22604,076117,Rua Manuel Pinto,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,3,1240,2025
22605,076273,Campo de São Cristovão,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,393,2025
22606,077347,Rua Mineira,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,364,2025
22607,078709,Rua do Parque,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,2,833,2025
22608,078824,Rua Paula e Silva,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,302,2025
22609,080234,Rua Dulce Rosalina,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,6,1859,2025
22610,080994,Rua Santos Lima,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,2,1039,2025
22611,081182,Rua São Januário,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,2,2502,2025
22612,081877,Rua Sinimbu,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,4,12952,2025
22613,082198,Rua Souza Valente,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,213,2025
22614,082891,Rua Tuiuti,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,5,791,2025
22615,083410,Rua Vileta,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,3151,2025
22616,088880,Rua Almirante Baltazar,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,1,392,2025
22617,089102,Rua Chantecler,1,1.1,Centro,7,SAO CRISTOVAO           ,010,São Cristóvão             ,T,5,2750,2025
22618,004598,Rua Domingos Pereira,1,1.1,Centro,7,SAO CRISTOVAO           ,011,Mangueira                 ,T,1,725,2025
22619,004606,Rua Jerônimo Coelho,1,1.1,Centro,7,SAO CRISTOVAO           ,011,Mangueira                 ,T,2,1575,2025
22620,075077,Rua Jupara,1,1.1,Centro,7,SAO CRISTOVAO           ,011,Mangueira                 ,T,9,4833,2025
22621,076760,Rua Icaraí,1,1.1,Centro,7,SAO CRISTOVAO           ,011,Mangueira                 ,T,41,21582,2025
22622,079707,Rua da Prata,1,1.1,Centro,7,SAO CRISTOVAO           ,011,Mangueira                 ,T,3,2277,2025
22623,083659,Rua Visconde de Niterói,1,1.1,Centro,7,SAO CRISTOVAO           ,011,Mangueira                 ,T,157,38818,2025
22624,085944,Rua Poteri,1,1.1,Centro,7,SAO CRISTOVAO           ,011,Mangueira                 ,T,4,1685,2025
22625,085951,Rua Mangara,1,1.1,Centro,7,SAO CRISTOVAO           ,011,Mangueira                 ,T,12,1872,2025
22626,088708,Rua Monte Belo,1,1.1,Centro,7,SAO CRISTOVAO           ,011,Mangueira                 ,T,5,3118,2025
22627,277434,Rua dos Eucalíptos,1,1.1,Centro,7,SAO CRISTOVAO           ,011,Mangueira                 ,T,1,6387,2025
22628,277640,Rua Trinta e um de Maio,1,1.1,Centro,7,SAO CRISTOVAO           ,011,Mangueira                 ,T,1,17641,2025
22629,063131,Rua Prefeito Oímpio de Melo,1,1.1,Centro,7,SAO CRISTOVAO           ,012,Benfica                   ,T,1,136,2025
22630,063230,Largo do Benfica,1,1.1,Centro,7,SAO CRISTOVAO           ,012,Benfica                   ,T,4,473,2025
22631,063370,Rua Couto de Magalhães,1,1.1,Centro,7,SAO CRISTOVAO           ,012,Benfica                   ,T,1,122,2025
22632,063883,Rua São Luis Gonzaga,1,1.1,Centro,7,SAO CRISTOVAO           ,012,Benfica                   ,T,8,8363,2025
22633,063933,Avenida Dom Helder Camara,1,1.1,Centro,7,SAO CRISTOVAO           ,012,Benfica                   ,T,17,17819,2025
22634,065268,Rua Ana Neri,1,1.1,Centro,7,SAO CRISTOVAO           ,012,Benfica                   ,T,14,11670,2025
22635,066035,Rua Lopes Trovão,1,1.1,Centro,7,SAO CRISTOVAO           ,012,Benfica                   ,T,3,567,2025
